,id,sentence,subject_entity,object_entity,label,source
19356,19356,"먼저, 전주 KCC 이지스는 2010-2011 시즌 이후 5년만에 플레이오프에 진출 했다.","{'word': '전주 KCC 이지스', 'start_idx': 4, 'end_idx': 13, 'type': 'ORG'}","{'word': '2010-2011', 'start_idx': 16, 'end_idx': 24, 'type': 'DAT'}",no_relation,wikipedia
19358,19358,2000년에 모회사가 Fußballclub Südtirol s.r.l.이라는 이름으로 재설립하였고 그래서 FC 쥐트티롤(FC Südtirol)이 되었고 볼차노로 연고를 옮겼다.,"{'word': 'FC 쥐트티롤', 'start_idx': 59, 'end_idx': 65, 'type': 'ORG'}","{'word': 'FC Südtirol', 'start_idx': 67, 'end_idx': 77, 'type': 'ORG'}",org:alternate_names,wikipedia
19359,19359,"임택근(任宅根, 1932년 12월 1일 ~ 2020년 1월 11일)은 대한민국의 프리랜서 아나운서 출신 기업가이며, 본관은 풍천(豊川)이다.","{'word': '임택근', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '풍천(豊川)', 'start_idx': 69, 'end_idx': 74, 'type': 'LOC'}",per:place_of_birth,wikipedia
19394,19394,"승급 제도가 있어 바리그 브라질 항공을 비롯해 자회사와 스타 얼라이언스 회원사 마일 적립편 20,000 마일 또는 25편으로 실버, 50,000마일 또는 60편으로 골드, 100,000마일 또는 100편 다이아몬드로 승격되고, 우선 체크인 및 우선 탑승 라운지 이용 발권 수수료 면제의 혜택이 있다.","{'word': '브라질', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '20,000 마일', 'start_idx': 51, 'end_idx': 59, 'type': 'NOH'}",no_relation,wikipedia
19447,19447,"한편 말기로 내려오면서 더욱더 심해지던 관리들의 수탈에 대한 반항으로 민란을 일으키기도 하였으니 홍경래(洪景來)의 난, 철종 때의 민란, 동학혁명(東學革命) 등의 주체는 농민이었다.","{'word': '홍경래', 'start_idx': 54, 'end_idx': 56, 'type': 'PER'}","{'word': '洪景來', 'start_idx': 58, 'end_idx': 60, 'type': 'PER'}",per:alternate_names,wikipedia
19458,19458,"윤종신(尹鍾信, 1969년 10월 15일 ~)은 대한민국의 작곡가, 가수 겸 방송인이다.","{'word': '윤종신', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '尹鍾信', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:alternate_names,wikipedia
19488,19488,윤빛가람 Yoon Bit-Garam (1990년 5월 7일 ~)은 대한민국의 축구 선수이다.,"{'word': '윤빛가람', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': 'Yoon Bit-Garam', 'start_idx': 5, 'end_idx': 18, 'type': 'PER'}",per:alternate_names,wikipedia
19533,19533,"궈푸청(郭富城, 곽부성, ; 1965년 10월 26일 ~)은 홍콩의 영화배우, 가수, 모델이다.","{'word': '곽부성', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': '영화배우, 가수', 'start_idx': 38, 'end_idx': 45, 'type': 'POH'}",per:title,wikipedia
19542,19542,이에 1917년 음력 8월 서울 인사동의 어재하(魚在河)와 경북 풍기의 채기중(蔡基中) 집에서 광복회 명의의 포고문을 작성하여 경북과 충남의 자산가에게 우편으로 발송하는 등 군자금 모집 활동을 벌였다.,"{'word': '채기중', 'start_idx': 40, 'end_idx': 42, 'type': 'PER'}","{'word': '蔡基中', 'start_idx': 44, 'end_idx': 46, 'type': 'PER'}",per:alternate_names,wikipedia
19568,19568,"조우식(~)은 일제 강점기의 시인, 작가, 화가, 문학평론가, 언론인으로, 본적은 경성부 광희정(1946년 5월 26일 당시 주소)이다.","{'word': '조우식', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '시인, 작가, 화가, 문학평론가, 언론인', 'start_idx': 16, 'end_idx': 37, 'type': 'POH'}",per:title,wikipedia
19663,19663,"약 27,000명에 달하는 합스부르크 가문의 스페인-신성로마제국 연합군은 아르덴(Ardennes)을 거쳐 플랑드르(Flanders)로 진군하여 프랑스의 군사적 압력이 가해지는 카탈루냐(Catalonia)와 프랑슈콩테(Franche-Comté) 지방을 구원하고자 하였다.","{'word': '스페인', 'start_idx': 25, 'end_idx': 27, 'type': 'ORG'}","{'word': '27,000명', 'start_idx': 2, 'end_idx': 8, 'type': 'NOH'}",no_relation,wikipedia
19708,19708,조지프 대신 하셰크가 골리가 된 디트로이트는 2005-06 시즌에 6번의 플레이오프 경기를 치른 후에 캘거리 플레임스를 꺾고 스탠리 컵을 들어올리는 데에 성공하였다.,"{'word': '캘거리 플레임스', 'start_idx': 57, 'end_idx': 64, 'type': 'ORG'}","{'word': '2005-06', 'start_idx': 25, 'end_idx': 31, 'type': 'DAT'}",no_relation,wikipedia
19726,19726,"이 전투에서 프리드리히 대왕이 지휘하는 67,000명 군세는 60,000명의 오스트리아군을 퇴각시켰으나 프리드리히 대왕의 군세는 14,300명의 병력을 잃었고, 이 피해로 인해 프로이센군은 프라하를 공격할 전력을 상실하고 말았다.","{'word': '오스트리아', 'start_idx': 43, 'end_idx': 47, 'type': 'ORG'}","{'word': '60,000명', 'start_idx': 34, 'end_idx': 40, 'type': 'NOH'}",no_relation,wikipedia
19835,19835,"제1대 바르가스 요사 후작 호르헤 마리오 페드로 바르가스 요사(1936년 3월 28일 ~)는 페루의 작가, 정치인, 언론인, 수필가이다. 라틴 아메리카에서 가장 중요한 소설가와 수필가 중 한 사람이며, 라틴 아메리카의 붐 세대를 이끌어 가는 작가 중 한 사람이다.","{'word': '호르헤 마리오 페드로 바르가스 요사', 'start_idx': 15, 'end_idx': 33, 'type': 'PER'}","{'word': '작가, 정치인, 언론인, 수필가', 'start_idx': 56, 'end_idx': 72, 'type': 'POH'}",per:title,wikipedia
19842,19842,"불교를 신봉하여 1067년 흥왕사(興王寺)를 세웠고, 자신의 아들을 부처에게 바치겠다고 하고 태자 왕후(王煦)를 출가시켜 승려가 되게 하니 그가 바로 대각국사 의천이다.","{'word': '대각국사 의천', 'start_idx': 84, 'end_idx': 90, 'type': 'PER'}","{'word': '왕후(王煦)', 'start_idx': 55, 'end_idx': 60, 'type': 'POH'}",per:alternate_names,wikipedia
19885,19885,"이번에 그는 독일의 보루시아 도르트문트로 이적하였고, 이 팀은 2001-02 시즌에 분데스리가를 우승함과 동시에 자신은 득점왕에 이름을 올렸다.","{'word': '보루시아 도르트문트', 'start_idx': 11, 'end_idx': 20, 'type': 'ORG'}","{'word': '2001-02', 'start_idx': 35, 'end_idx': 41, 'type': 'DAT'}",no_relation,wikipedia
19923,19923,이후 소품들을 신문에 간혹 기고하기도 했지만 그가 본격적으로 소설을 집필한 것은 량치차오(梁啓超)가 “소설계 혁명(小說界革命)”을 제기하고 일본에서 ≪신소설≫ 잡지를 창간한 1902년 36세 때부터였다.,"{'word': '량치차오', 'start_idx': 45, 'end_idx': 48, 'type': 'PER'}","{'word': '梁啓超', 'start_idx': 50, 'end_idx': 52, 'type': 'PER'}",per:alternate_names,wikipedia
19997,19997,"소르본 대학교에는 10,200명의 외국인 학생과 4,400명의 박사 과정 학생을 포함하여 55,300명의 학생이 있다.","{'word': '소르본 대학', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '55,300명', 'start_idx': 50, 'end_idx': 56, 'type': 'NOH'}",no_relation,wikipedia
20006,20006,"성시경(成始璄, 1979년 4월 17일 ~)은 대한민국의 가수, 작곡가, 방송인 등이다.","{'word': '성시경', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '가수, 작곡가, 방송인', 'start_idx': 32, 'end_idx': 43, 'type': 'POH'}",per:title,wikipedia
20011,20011,"1654년 7월 41,000명의 러시아군(명목상 차르가 이끌었으나, 실제로는 야코프 체르카스키 공(Yakov Cherkassky Princes)(Yakov Cherkassky Princes), 니키타 오도옙스키(Nikita Odoevsky) 공 및 이반 호반스키(Ivan Khovansky) 공이 지휘했다)은 국경지대에 있던 벨리(Bely)와 도로고부시(Dorogobuzh)의 요새를 탈취하고 스몰렌스크(Smolensk)의 포위에 나섰다.","{'word': '러시아군', 'start_idx': 18, 'end_idx': 21, 'type': 'ORG'}","{'word': '41,000명', 'start_idx': 9, 'end_idx': 15, 'type': 'NOH'}",org:number_of_employees/members,wikipedia
20053,20053,"1568년에 가모 가문의 주군 가문이었던 롯카쿠 가문이 오다 노부나가(織田信長)에 의해 멸망했을 때, 아버지 가타히데는 오다 가문의 신하가 되었다.","{'word': '오다 노부나가', 'start_idx': 31, 'end_idx': 37, 'type': 'PER'}","{'word': '織田信長', 'start_idx': 39, 'end_idx': 42, 'type': 'PER'}",per:alternate_names,wikipedia
20066,20066,소린은 혼슈(本州)에서 크게 세력을 떨치고 있던 오다 노부나가(織田信長)에게 접근해 시마즈 가문과의 화의를 알선해 줄 것을 요청하였다.,"{'word': '오다 노부나가', 'start_idx': 27, 'end_idx': 33, 'type': 'PER'}","{'word': '織田信長', 'start_idx': 35, 'end_idx': 38, 'type': 'PER'}",per:alternate_names,wikipedia
20121,20121,"고려의 역대 국왕과 왕비, 추존왕과 추존왕비의 능으로, 폐위된 우왕과 창왕의 능은 조성되지 않았으며 우왕의 생모인 순정왕후의 의릉(懿陵)은 1389년 12월 철거되었다.","{'word': '순정왕후', 'start_idx': 64, 'end_idx': 67, 'type': 'PER'}","{'word': '의릉(懿陵)', 'start_idx': 70, 'end_idx': 75, 'type': 'LOC'}",no_relation,wikipedia
20196,20196,오스트리아 연방 철도(약자:ÖBB 또는 ÖBB-Konzern)는 오스트리아의 국영 철도 회사이다.,"{'word': '오스트리아 연방 철도', 'start_idx': 0, 'end_idx': 10, 'type': 'ORG'}","{'word': 'ÖBB', 'start_idx': 15, 'end_idx': 17, 'type': 'ORG'}",org:alternate_names,wikipedia
20203,20203,"라이언 로드니 레이놀즈(1976년 10월 23일 ~)는 간단히 라이언 레이놀즈로 잘 알려진 캐나다의 배우, 영화 제작자이다.","{'word': '라이언 레이놀즈', 'start_idx': 35, 'end_idx': 42, 'type': 'PER'}","{'word': '배우, 영화 제작자', 'start_idx': 56, 'end_idx': 65, 'type': 'POH'}",per:title,wikipedia
20210,20210,"유엔 또는 국제 연합 혹은 연합국기구(聯合國機構)는 국제 평화와 안전을 보장하고, 국제 협력 증진, 인권 개선 등의 활동을 통해 세계의 번영을 추구하는 국제 기구이다.","{'word': '연합국', 'start_idx': 15, 'end_idx': 17, 'type': 'ORG'}","{'word': '聯合國', 'start_idx': 21, 'end_idx': 23, 'type': 'ORG'}",org:alternate_names,wikipedia
20214,20214,"정양석(鄭亮碩, 1959년 1월 4일 (1958년 음력 11월 25일)(1958년 음력 11월 25일) - )은 대한민국의 제18·20대 국회의원이다.","{'word': '정양석', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '18·20', 'start_idx': 70, 'end_idx': 74, 'type': 'NOH'}",no_relation,wikipedia
20289,20289,"메이쇼 천황 (明正天皇, 1624년 1월 9일 ~ 1696년 12월 4일)은 일본의 제109대 천황(재위 1629년 ~ 1643년)이며, 아명은 오키코(興子)이다.","{'word': '메이쇼 천황', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '오키코(興子)', 'start_idx': 81, 'end_idx': 87, 'type': 'PER'}",per:alternate_names,wikipedia
20300,20300,"훗날 페루 정부에 곡물 35,000톤과 5,000만 달러의 차관 가담한 선수들에게 1인당 25,000달러를 지급하고 페루 정부의 부채탕감을 조건으로 사전포섭한 혐의가 밝혀지면서 적지않은 논란을 낳으며 정치적 이용 및 희대의 매수로도 악명높은 대회로 남게 되는 폐단을 만들었고, 그렇게 FIFA와 아르헨티나 정부는 모종의 거래를 통하여 당시 회장이었던 주앙 아벨란제는 모국의 영광과 명예를 포기하고 금전적으로 맺어진 아르헨티나의 비델라 독재정권과의 관계와 이익을 도모했다.","{'word': '아르헨티나', 'start_idx': 165, 'end_idx': 169, 'type': 'ORG'}","{'word': '35,000톤', 'start_idx': 13, 'end_idx': 19, 'type': 'NOH'}",no_relation,wikipedia
20323,20323,이후 2011년 10월 V-리그 팀인 호앙아인 잘라이의 감독을 맡다가 2014년 12월 강원 FC의 감독으로 선임됐다.,"{'word': '호앙아인 잘라이', 'start_idx': 21, 'end_idx': 28, 'type': 'ORG'}","{'word': 'V-리그', 'start_idx': 13, 'end_idx': 16, 'type': 'POH'}",org:member_of,wikipedia
20373,20373,"덴쇼 10년(1582년) 3월 11일, 오다・도쿠가와・호조(北条) 연합군이 가이로 침공하여 다케다 가문(武田氏)이 멸망하자, 사나다 가문은 오다 노부나가(織田信長)에게 귀순하였다.","{'word': '다케다 가문', 'start_idx': 51, 'end_idx': 56, 'type': 'ORG'}","{'word': '武田氏', 'start_idx': 58, 'end_idx': 60, 'type': 'ORG'}",org:alternate_names,wikipedia
20380,20380,"가오즈성(1964년 4월 20일 중국 산시성 위린시 자현 ~)은 중국의 변호사, 활동가, 반체제 인사, 인권 운동가이다.","{'word': '가오즈성', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '변호사, 활동가, 반체제 인사, 인권 운동가', 'start_idx': 40, 'end_idx': 63, 'type': 'POH'}",per:title,wikipedia
20411,20411,"승급 제도가 있어 바리그 브라질 항공을 비롯해 자회사와 스타 얼라이언스 회원사 마일 적립편 20,000 마일 또는 25편으로 실버, 50,000마일 또는 60편으로 골드, 100,000마일 또는 100편 다이아몬드로 승격되고, 우선 체크인 및 우선 탑승 라운지 이용 발권 수수료 면제의 혜택이 있다.","{'word': '브라질', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '50,000마일', 'start_idx': 74, 'end_idx': 81, 'type': 'NOH'}",no_relation,wikipedia
20493,20493,"채민서는 2002년 영화 '챔피언'을 시작으로 다양한 영화, 드라마에서 조연으로 활약했다.","{'word': '채민서', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': ""2002년 영화 '챔피언'"", 'start_idx': 5, 'end_idx': 18, 'type': 'POH'}",no_relation,wikitree
20630,20630,"빈카인 4년(1732년) 8월, 찐장이 황제 레주이프엉을 폐위하여 혼덕공(昏德公)으로 강봉하고 그를 가둔 뒤 레 순종을 옹립하였으며, 롱득으로 개원하였다.","{'word': '레 순종', 'start_idx': 61, 'end_idx': 64, 'type': 'PER'}","{'word': '혼덕공(昏德公)', 'start_idx': 37, 'end_idx': 44, 'type': 'POH'}",no_relation,wikipedia
20683,20683,"진지왕(眞智王, ~ 579년 8월 24일 (음력 7월 17일)(음력 7월 17일), 재위: 576년~579년)은 신라의 제25대 임금이다.","{'word': '진지왕', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '579년 8월 24일 (음력 7월 17일)', 'start_idx': 11, 'end_idx': 33, 'type': 'DAT'}",per:date_of_death,wikipedia
20742,20742,우키타 히데이에(겐키 3년(1572년)(1572년) ~ 메이레키 원년(1655년 12월 17일))는 아즈치모모야마 시대의 비젠 오카야마성 다이묘이다.,"{'word': '우키타 히데이에', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '메이레키 원년(1655년 12월 17일)', 'start_idx': 31, 'end_idx': 52, 'type': 'NOH'}",per:date_of_death,wikipedia
20770,20770,"1867년에 헨리 존 스티븐 스미스는 스미스-민코프스키-지겔 질량 공식을 최초로 발견하였으나, 널리 알려지지 않았다.","{'word': '헨리 존 스티븐 스미스', 'start_idx': 7, 'end_idx': 18, 'type': 'PER'}","{'word': '스미스-민코프스키-지겔 질량 공식', 'start_idx': 21, 'end_idx': 38, 'type': 'PER'}",no_relation,wikipedia
20988,20988,"사이드 알오와이란(아랍어: سعيد العويران, Saeed Al-Owairan, 1967년 8월 19일 ~)은 사우디아라비아의 전 축구 선수로, 선수 시절에 공격수로 활약하였다.","{'word': '사이드 알오와이란', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': 'Saeed Al-Owairan', 'start_idx': 30, 'end_idx': 45, 'type': 'PER'}",per:alternate_names,wikipedia
21009,21009,김영환(~)은 대한민국의 치과의사이자 제3대 과학기술부 장관과 제15·16·18·19대 국회의원을 역임한 정치인이다.,"{'word': '김영환', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '15·16·18·19', 'start_idx': 36, 'end_idx': 46, 'type': 'NOH'}",no_relation,wikipedia
21025,21025,도치기 SC(栃木SC)는 일본 도치기현 우쓰노미야시를 연고지로 하는 J리그 축구팀이다.,"{'word': '도치기 SC', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '栃木SC', 'start_idx': 7, 'end_idx': 10, 'type': 'ORG'}",org:alternate_names,wikipedia
21035,21035,"한국인삼공사(韓國人蔘公社, KGC인삼공사)는 1999년에 KT&G의 자회사로 설립되어 홍삼, 홍삼제품을 제조, 판매하는 기업이다.","{'word': '한국인삼공사', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': 'KT&G', 'start_idx': 32, 'end_idx': 35, 'type': 'ORG'}",org:member_of,wikipedia
21078,21078,국립중앙도서관(國立中央圖書館)은 대한민국 문화체육관광부의 소속기관이다.,"{'word': '도서관', 'start_idx': 4, 'end_idx': 6, 'type': 'ORG'}","{'word': '圖書館', 'start_idx': 12, 'end_idx': 14, 'type': 'ORG'}",org:alternate_names,wikipedia
21108,21108,"헬로비너스(HELLOVENUS)는 과거 판타지오, 판타지오 뮤직 소속의 대한민국 6인조 걸 그룹이었다.","{'word': '헬로비너스', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '판타지오, 판타지오 뮤직', 'start_idx': 22, 'end_idx': 34, 'type': 'ORG'}",no_relation,wikipedia
21143,21143,"윤봉길(尹奉吉, 1908년 6월 21일 ~ 1932년 12월 19일)은 조선의 독립운동가이며 교육자·시인 겸 저술가이다.","{'word': '윤봉길', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1908년 6월 21일 ~ 1932년 12월 19일', 'start_idx': 9, 'end_idx': 36, 'type': 'DAT'}",per:date_of_birth,wikipedia
